PHRASE-YT|de|7ced46f431b66c5c	Phrase	Das ist etwas anderes.	That is something else.				Blue		Dictionary	de	en						2022-10-08 11:03	"
Das ist etwas anderes.
"	"
That is something else.
"				1667905418179.mp3
PHRASE-YT|de|b117a3ddc8eeec85	Phrase	"Ich dachte, ich hätte etwas gesehen."	I thought I had seen something.				Blue		Dictionary	de	en						2022-10-08 11:03	"
Ich dachte, ich hätte etwas gesehen.
"	"
I thought I had seen something.
"				1667905415987.mp3
PHRASE-YT|de|97c07714a1f0f0c5	Phrase	Kann ich etwas für Sie tun?	Is there anything I can do for you?				Blue		Dictionary	de	en						2022-10-08 11:03	"
Kann ich etwas für Sie tun?
"	"
Is there anything I can do for you?
"	"
Is there anything I can do for you?
"			1667905415131.mp3
PHRASE-YT|de|adbd25ed4dc76325	Phrase	Das geht nur mich etwas an.	It's all my business.				Blue		Dictionary	de	en						2022-10-08 11:03	"
Das geht nur mich etwas an.
"	"
It's all my business.
"				1667905414598.mp3
PHRASE-YT|de|9e8246834aac4af7	Phrase	So viel dachte ich mir.	That's what I thought.				Blue		Dictionary	de	en						2022-10-08 11:03	"
So viel dachte ich mir.
"	"
That's what I thought.
"	"
I thought as much.
"			1667905405686.mp3
PHRASE-YT|de|ab01d205b9945201	Phrase	Morgen ist ein anderer Tag.	Tomorrow is another day.				Blue		Dictionary	de	en						2022-10-08 11:03	"
Morgen ist ein anderer Tag.
"	"
Tomorrow is another day.
"				1667905398479.mp3
PHRASE-YT|de|4a43d8c627693583	Phrase	Spring! Was anderes kannst du nicht machen.	Spring! You can't do anything else.				Blue		Dictionary	de	en						2022-10-08 11:03	"
Spring! Was anderes kannst du nicht machen.
"	"
Spring! You can't do anything else.
"				1667905396322.mp3
PHRASE-YT|de|1c2036e24ae988cb	Phrase	Ich habe etwas anderes zu tun.	I have something else to do.				Blue		Dictionary	de	en						2022-10-08 11:03	"
Ich habe etwas anderes zu tun.
"	"
I have something else to do.
"				1667905395081.mp3
PHRASE-YT|de|75e7ebc5ce39e6ec	Phrase	Hast du heute noch was anderes vor?	Do you have anything else planned today?				Blue		Dictionary	de	en						2022-10-08 11:03	"
Hast du heute noch was anderes vor?
"	"
Do you have anything else planned today?
"	"
Do you have anything else planned for today?
"			1667905394033.mp3
PHRASE-YT|de|52b44c4607749446	Phrase	Ich hätte nichts anderes tun können.	I couldn't have done anything else.				Blue		Dictionary	de	en						2022-10-08 11:03	"
Ich hätte nichts anderes tun können.
"	"
I couldn't have done anything else.
"	"
I could not have done otherwise.
"			1667905393210.mp3
PHRASE-YT|de|3e95f4ee7ba3bbe2	Phrase	Das haben wir immer schon so gemacht!	We've always done it this way!				Blue		Dictionary	de	en						2022-10-08 11:03	"
Das haben wir immer schon so gemacht!
"	"
We've always done it this way!
"				1667905380311.mp3
PHRASE-YT|de|815d3162afb51ad3	Phrase	Warum immer ich?	Why always me?				Blue		Dictionary	de	en						2022-10-08 11:02	"
Warum immer ich?
"	"
Why always me?
"				1667905379327.mp3
PHRASE-YT|de|53df29be0f2c03b8	Phrase	Wir wussten es die ganze Zeit über.	We knew it all along.				Blue		Dictionary	de	en						2022-10-08 11:02	"
Wir wussten es die ganze Zeit über.
"	"
We knew it all along.
"	"
We knew it all along.
"			1667905372994.mp3
PHRASE-YT|de|52b84cbd336bd727	Phrase	Was denkst du wirklich über ihn?	What do you really think about him?				Blue		Dictionary	de	en						2022-10-08 11:02	"
Was denkst du wirklich über ihn?
"	"
What do you really think about him?
"	"
What do you really think of him?
"			1667905372227.mp3
PHRASE-YT|de|3696ed8b59ef43d7	Phrase	Was denkst du über diese Leute?	What do you think about these people?				Blue		Dictionary	de	en						2022-10-08 11:02	"
Was denkst du über diese Leute?
"	"
What do you think about these people?
"				1667905371669.mp3
PHRASE-YT|de|e0036075f6f7efde	Phrase	Was wissen Sie über die DDR?	What do you know about the GDR?				Blue		Dictionary	de	en						2022-10-08 11:02	"
Was wissen Sie über die DDR?
"	"
What do you know about the GDR?
"				1667905371053.mp3
PHRASE-YT|de|858c36204b6df185	Phrase	Das machst du mir nicht noch mal!	You won't do that to me again!				Blue		Dictionary	de	en						2022-10-08 11:02	"
Das machst du mir nicht noch mal!
"	"
You won't do that to me again!
"				1667905362580.mp3
PHRASE-YT|de|69f4343578a4cba5	Phrase	Ich habe das schon mal gemacht.	I've done this before.				Blue		Dictionary	de	en						2022-10-08 11:02	"
Ich habe das schon mal gemacht.
"	"
I've done this before.
"				1667905361860.mp3
PHRASE-YT|de|f20081c609b64194	Phrase	Das musste mal gesagt werden!	That had to be said!				Blue		Dictionary	de	en						2022-10-08 11:02	"
Das musste mal gesagt werden!
"	"
That had to be said!
"	"
It had to be said!
"			1667905360762.mp3
PHRASE-YT|de|c9670155e2fea1ae	Phrase	Ich bin zum ersten Mal hier.	This is my first time here.				Blue		Dictionary	de	en						2022-10-08 11:02	"
Ich bin zum ersten Mal hier.
"	"
This is my first time here.
"	"
This is the first time I've been here.
"			1667905359064.mp3
PHRASE-YT|de|1de76c04d113ea0d	Phrase	Das ist mein erstes Mal.	This is my first time.				Blue		Dictionary	de	en						2022-10-08 11:02	"
Das ist mein erstes Mal.
"	"
This is my first time.
"	"
It's my first time.
"			1667905358306.mp3
PHRASE-YT|de|b006bb5e169f2ea6	Phrase	"Mal sehen, was er kann."	Let's see what he can do.				Blue		Dictionary	de	en						2022-10-08 11:02	"
Mal sehen, was er kann.
"	"
Let's see what he can do.
"	"
Let's see what he can do.
"			1667905357612.mp3
PHRASE-YT|de|ac9c8a9695ab745a	Phrase	"Nein, ich sage nichts mehr."	"No, I won't say anything more."				Blue		Dictionary	de	en						2022-10-08 11:02	"
Nein, ich sage nichts mehr.
"	"
No, I won't say anything more.
"				1667905349850.mp3
PHRASE-YT|de|36854be0ebd13714	Phrase	Ich habe keine Zeit mehr.	I don't have time anymore.				Blue		Dictionary	de	en						2022-10-08 11:02	"
Ich habe keine Zeit mehr.
"	"
I don't have time anymore.
"				1667905349160.mp3
PHRASE-YT|de|0e4411da3e100009	Phrase	Das wollte ich schon immer mal tun.	That's what I've always wanted to do.				Blue		Dictionary	de	en						2022-10-08 11:02	"
Das wollte ich schon immer mal tun.
"	"
That's what I've always wanted to do.
"	"
I always wanted to do that.
"			1667905342157.mp3
PHRASE-YT|de|a80d040196294fbb	Phrase	Ich will nichts damit zu tun haben.	I don't want to have anything to do with it.				Blue		Dictionary	de	en						2022-10-08 11:02	"
Ich will nichts damit zu tun haben.
"	"
I don't want to have anything to do with it.
"	"
I want nothing to do with it.
"			1667905341239.mp3
PHRASE-YT|de|acb355b52dabd8bc	Phrase	"Er wusste nicht, was er tun sollte."	He didn't know what to do.				Blue		Dictionary	de	en						2022-10-08 11:02	"
Er wusste nicht, was er tun sollte.
"	"
He didn't know what to do.
"				1667905335859.mp3
PHRASE-YT|de|082c299b9efb8ff5	Phrase	"Ich weiß nicht, was ich sagen soll."	I don't know what to say.				Blue		Dictionary	de	en						2022-10-08 11:02	"
Ich weiß nicht, was ich sagen soll.
"	"
I don't know what to say.
"				1667905335314.mp3
PHRASE-YT|de|364d5d1280f3bdf8	Phrase	Was soll aus ihm werden?	What is to become of him?				Blue		Dictionary	de	en						2022-10-08 11:02	"
Was soll aus ihm werden?
"	"
What is to become of him?
"	"
What's to become of him?
"			1667905334409.mp3
PHRASE-YT|de|14f78932c992f72f	Phrase	Tom soll leben!	Let Tom live!				Blue		Dictionary	de	en						2022-10-08 11:02	"
Tom soll leben!
"	"
Let Tom live!
"				1667905333378.mp3
PHRASE-YT|de|d95f4f0f7d46d6c6	Phrase	Man kann immer Zeit finden.	You can always find time.				Blue		Dictionary	de	en						2022-10-08 11:02	"
Man kann immer Zeit finden.
"	"
You can always find time.
"				1667905325672.mp3
PHRASE-YT|de|5f966ef51e4ba2d2	Phrase	Wir mögen unser Haus.	We like our house.				Blue		Dictionary	de	en						2022-10-08 11:01	"
Wir mögen unser Haus.
"	"
We like our house.
"	"
We like our house.
"			1667905317960.mp3
PHRASE-YT|de|57752be3a0450e4c	Phrase	Wir haben unser Leben zu leben.	We have our lives to live.				Blue		Dictionary	de	en						2022-10-08 11:01	"
Wir haben unser Leben zu leben.
"	"
We have our lives to live.
"	"
We have our lives to live.
"			1667905317109.mp3
PHRASE-YT|de|b5e32b7412cde864	Phrase	Auch unser Tag wird kommen.	Our day will also come.				Blue		Dictionary	de	en						2022-10-08 11:01	"
Auch unser Tag wird kommen.
"	"
Our day will also come.
"				1667905316548.mp3
PHRASE-YT|de|85aebd4890773344	Phrase	Dieser hier ist unserer.	This one is ours.				Blue		Dictionary	de	en						2022-10-08 11:01	"
Dieser hier ist unserer.
"	"
This one is ours.
"	"
This one is ours.
"			1667905315493.mp3
PHRASE-YT|de|913be68ca8ed7c33	Phrase	Das ist nichts für unsere Zeit.	This is not for our time.				Blue		Dictionary	de	en						2022-10-08 11:01	"
Das ist nichts für unsere Zeit.
"	"
This is not for our time.
"				1667905314956.mp3
PHRASE-YT|de|2ed86e0549bccaa3	Phrase	Da gibt es nichts mehr zu sagen.	There is nothing more to say.				Blue		Dictionary	de	en						2022-10-08 11:01	"
Da gibt es nichts mehr zu sagen.
"	"
There is nothing more to say.
"				1667905301837.mp3
PHRASE-YT|de|8888614142b82653	Phrase	Ich bin auch noch da!	I'm still here too!				Blue		Dictionary	de	en						2022-10-08 11:01	"
Ich bin auch noch da!
"	"
I'm still here too!
"				1667905301026.mp3
PHRASE-YT|de|010e22b63712f0b8	Phrase	"Was auch immer ich habe, ist deins."	Whatever I have is yours.				Blue		Dictionary	de	en						2022-10-08 11:01	"
Was auch immer ich habe, ist deins.
"	"
Whatever I have is yours.
"	"
Whatever I have is yours.
"			1667905294897.mp3
PHRASE-YT|de|5a4ad139549488dd	Phrase	Wo sind deine Leute?	Where are your people?				Blue		Dictionary	de	en						2022-10-08 11:01	"
Wo sind deine Leute?
"	"
Where are your people?
"	"
Where are your people?
"			1667905294061.mp3
PHRASE-YT|de|4774d495a1227b33	Phrase	Meins ist nicht so gut wie deins.	Mine is not as good as yours.				Blue		Dictionary	de	en						2022-10-08 11:01	"
Meins ist nicht so gut wie deins.
"	"
Mine is not as good as yours.
"				1667905293243.mp3
PHRASE-YT|de|2bfa9b5df7ad4b25	Phrase	Deine Zeit ist um.	Your time is up.				Blue		Dictionary	de	en						2022-10-08 11:01	"
Deine Zeit ist um.
"	"
Your time is up.
"	"
Your time is up.
"			1667905292188.mp3
PHRASE-YT|de|575503370727cd76	Phrase	Was hast du in deinem Rucksack?	What do you have in your backpack?				Blue		Dictionary	de	en						2022-10-08 11:01	"
Was hast du in deinem Rucksack?
"	"
What do you have in your backpack?
"	"
What have you got in your backpack?
"			1667905291353.mp3
PHRASE-YT|de|904bcae3e3320d14	Phrase	Kommt dein Mann auch aus Australien?	Is your husband also from Australia?				Blue		Dictionary	de	en						2022-10-08 11:01	"
Kommt dein Mann auch aus Australien?
"	"
Is your husband also from Australia?
"	"
Is your husband also from Australia?
"			1667905287914.mp3
PHRASE-YT|de|176e5c81c7fffc28	Phrase	Mein Füller ist nicht so gut wie deiner.	My fountain pen is not as good as yours.				Blue		Dictionary	de	en						2022-10-08 11:01	"
Mein Füller ist nicht so gut wie deiner.
"	"
My fountain pen is not as good as yours.
"				1667905287032.mp3
PHRASE-YT|de|7c44e2b8ba0d9bbe	Phrase	Heute ist nicht dein Tag.	Today is not your day.				Blue		Dictionary	de	en						2022-10-08 11:01	"
Heute ist nicht dein Tag.
"	"
Today is not your day.
"	"
Today is not your day.
"			1667905286069.mp3
PHRASE-YT|de|b302a17af4e8abf8	Phrase	Mein Haus ist wie deines.	My house is like yours.				Blue		Dictionary	de	en						2022-10-08 11:01	"
Mein Haus ist wie deines.
"	"
My house is like yours.
"	"
My house is like yours.
"			1667905285331.mp3
PHRASE-YT|de|c696b051c4b528e3	Phrase	"Ich denke, dein Englisch ist viel besser geworden."	I think your English has gotten a lot better.				Blue		Dictionary	de	en						2022-10-08 11:01	"
Ich denke, dein Englisch ist viel besser geworden.
"	"
I think your English has gotten a lot better.
"	"
I think your English has gotten a lot better.
"			1667905282920.mp3
PHRASE-YT|de|c26f4da18424b592	Phrase	"Na, was macht dein Leben so?"	"Well, what does your life do?"				Blue		Dictionary	de	en						2022-10-08 11:01	"
Na, was macht dein Leben so?
"	"
Well, what does your life do?
"	"
How is life treating you?
"			1667905281801.mp3
PHRASE-YT|de|edb5ea88c3048ad4	Phrase	Deine war besser.	Yours was better.				Blue		Dictionary	de	en						2022-10-08 11:01	"
Deine war besser.
"	"
Yours was better.
"	"
Yours was better.
"			1667905280622.mp3
PHRASE-YT|de|33a8e804e1f3e635	Phrase	Wie war dein Tag?	How was your day?				Blue		Dictionary	de	en						2022-10-08 11:01	"
Wie war dein Tag?
"	"
How was your day?
"				1667905279825.mp3
PHRASE-YT|de|76c62d3abbeb00ad	Phrase	"Tu, was dein Herz dir sagt!"	Do what your heart tells you!				Blue		Dictionary	de	en						2022-10-08 11:01	"
Tu, was dein Herz dir sagt!
"	"
Do what your heart tells you!
"	"
Do as your heart dictates.
"			1667905278839.mp3
PHRASE-YT|de|355bb8162da74553	Phrase	Ich komme ein anderes Mal wieder.	I'll be back another time.				Blue		Dictionary	de	en						2022-10-08 11:01	"
Ich komme ein anderes Mal wieder.
"	"
I'll be back another time.
"	"
I'll come again another time.
"			1667905272730.mp3
PHRASE-YT|de|16559e003d6eb770	Phrase	"Ich will wissen, wer mit uns kommt."	I want to know who is coming with us.				Blue		Dictionary	de	en						2022-10-08 11:01	"
Ich will wissen, wer mit uns kommt.
"	"
I want to know who is coming with us.
"				1667905271843.mp3
PHRASE-YT|de|fd2b102466a62f65	Phrase	"Also gut, ich werde kommen."	"All right, I'll come."				Blue		Dictionary	de	en						2022-10-08 11:01	"
Also gut, ich werde kommen.
"	"
All right, I'll come.
"				1667905265547.mp3
PHRASE-YT|de|129214798ef6a15c	Phrase	Wo wart ihr also?	So where have you been?				Blue		Dictionary	de	en						2022-10-08 11:01	"
Wo wart ihr also?
"	"
So where have you been?
"	"
So where were you?
"			1667905264674.mp3
PHRASE-YT|de|f3bce311e81636df	Phrase	Also wo hast du gelebt?	So where did you live?				Blue		Dictionary	de	en						2022-10-08 11:01	"
Also wo hast du gelebt?
"	"
So where did you live?
"	"
So where did you live?
"			1667905263359.mp3
PHRASE-YT|de|8e0b43936ec7dde3	Phrase	"Also, hier sind wir!"	"So, here we are!"				Blue		Dictionary	de	en						2022-10-08 11:01	"
Also, hier sind wir!
"	"
So, here we are!
"	"
Well, here we are!
"			1667905262609.mp3
PHRASE-YT|de|d002495864e30cf6	Phrase	"Ich denke nicht, also bin ich nicht."	"I don't think so, so I'm not."				Blue		Dictionary	de	en						2022-10-08 11:01	"
Ich denke nicht, also bin ich nicht.
"	"
I don't think so, so I'm not.
"				1667905261816.mp3
PHRASE-YT|de|9cc906742736ff88	Phrase	"Ich weiß nicht mehr, wo es ist."	I don't know where it is anymore.				Blue		Dictionary	de	en						2022-10-08 11:00	"
Ich weiß nicht mehr, wo es ist.
"	"
I don't know where it is anymore.
"				1667905255284.mp3
PHRASE-YT|de|6646fcfa37b9e27e	Phrase	Ich ging im Januar nach Tokio.	I went to Tokyo in January.				Blue		Dictionary	de	en						2022-10-08 11:00	"
Ich ging im Januar nach Tokio.
"	"
I went to Tokyo in January.
"				1667905247101.mp3
PHRASE-YT|de|9f86404bcdc1cb88	Phrase	"Mama, Tom macht mir alles nach!"	"Mom, Tom is imitating me!"				Blue		Dictionary	de	en						2022-10-08 11:00	"
Mama, Tom macht mir alles nach!
"	"
Mom, Tom is imitating me!
"				1667905246101.mp3
PHRASE-YT|de|9fbe4a6b3be346fa	Phrase	Mit 9 Jahren kam ich nach Süddeutschland.	At the age of 9 I came to southern Germany.				Blue		Dictionary	de	en						2022-10-08 11:00	"
Mit 9 Jahren kam ich nach Süddeutschland.
"	"
At the age of 9 I came to southern Germany.
"				1667905245075.mp3
PHRASE-YT|de|081482dbff636997	Phrase	"Ich bin so, wie ich sein will."	I am the way I want to be.				Blue		Dictionary	de	en						2022-10-08 11:00	"
Ich bin so, wie ich sein will.
"	"
I am the way I want to be.
"				1667905238155.mp3
PHRASE-YT|de|e44dfa75ab5b6548	Phrase	"Ich will nicht wissen, wer ich bin."	I don't want to know who I am.				Blue		Dictionary	de	en						2022-10-08 11:00	"
Ich will nicht wissen, wer ich bin.
"	"
I don't want to know who I am.
"				1667905237273.mp3
PHRASE-YT|de|5974d5e35513c250	Phrase	Was will er werden?	What does he want to become?				Blue		Dictionary	de	en						2022-10-08 11:00	"
Was will er werden?
"	"
What does he want to become?
"	"
What does he want to become?
"			1667905236274.mp3
PHRASE-YT|de|c8bc6aa7681418da	Phrase	"Wer Gutes will, der sei erst gut."	He who wants good is only good.				Blue		Dictionary	de	en						2022-10-08 11:00	"
Wer Gutes will, der sei erst gut.
"	"
He who wants good is only good.
"				1667905235232.mp3
PHRASE-YT|de|2b96cf0cc3f8ce2b	Phrase	Ich will mehr.	I want more.				Blue		Dictionary	de	en						2022-10-08 11:00	"
Ich will mehr.
"	"
I want more.
"	"
I want more.
"			1667905233905.mp3
PHRASE-YT|de|77ad333315665261	Phrase	"Wer nicht will, der hat schon."	"If you don't want to, you already have."				Blue		Dictionary	de	en						2022-10-08 11:00	"
Wer nicht will, der hat schon.
"	"
If you don't want to, you already have.
"				1667905233116.mp3
PHRASE-YT|de|ba69261495c66e22	Phrase	Ich gehe jetzt wieder.	I'm leaving now.				Blue		Dictionary	de	en						2022-10-08 11:00	"
Ich gehe jetzt wieder.
"	"
I'm leaving now.
"	"
I'm going again now.
"			1667905227169.mp3
PHRASE-YT|de|ee6d3e1f6ce0ad8f	Phrase	Jetzt weiß es jeder.	Now everyone knows.				Blue		Dictionary	de	en						2022-10-08 11:00	"
Jetzt weiß es jeder.
"	"
Now everyone knows.
"	"
Now everyone knows about it.
"			1667905226407.mp3
PHRASE-YT|de|4fe4ac7af5976783	Phrase	Was kommt jetzt?	What's next?				Blue		Dictionary	de	en						2022-10-08 11:00	"
Was kommt jetzt?
"	"
What's next?
"	"
What is it now?
"			1667905225720.mp3
PHRASE-YT|de|9081d20f4b8ffccf	Phrase	Jetzt ist die beste Zeit.	Now is the best time.				Blue		Dictionary	de	en						2022-10-08 11:00	"
Jetzt ist die beste Zeit.
"	"
Now is the best time.
"				1667905224990.mp3
PHRASE-YT|de|07e6e4fd2840c8df	Phrase	"Wenn er kommt, dann um so besser."	"If he comes, then so much the better."				Blue		Dictionary	de	en						2022-10-08 11:00	"
Wenn er kommt, dann um so besser.
"	"
If he comes, then so much the better.
"	"
If he comes, so much the better.
"			1667905219400.mp3
PHRASE-YT|de|3170cfc445174180	Phrase	"Wenn Tom geht, dann gehe ich nicht."	"If Tom leaves, I don't go."				Blue		Dictionary	de	en						2022-10-08 11:00	"
Wenn Tom geht, dann gehe ich nicht.
"	"
If Tom leaves, I don't go.
"				1667905218525.mp3
PHRASE-YT|de|0be6ec2f2e12724f	Phrase	Das macht dann zwanzig Euro.	That makes twenty euros.				Blue		Dictionary	de	en						2022-10-08 11:00	"
Das macht dann zwanzig Euro.
"	"
That makes twenty euros.
"				1667905217791.mp3
PHRASE-YT|de|41f3f4093f48b878	Phrase	"""Halt's Maul! sagt man nicht."" ""Wie dann, Mama?"""	"""Shut up! you don't say so."" ""How then, Mom?"""				Blue		Dictionary	de	en						2022-10-08 11:00	"
""Halt's Maul! sagt man nicht."" ""Wie dann, Mama?""
"	"
""Shut up! you don't say so."" ""How then, Mom?""
"				1667905216053.mp3
PHRASE-YT|de|c66b20d2a1c28d2e	Phrase	So etwas gibt es bei uns nicht.	We don't have anything like that.				Blue		Dictionary	de	en						2022-10-08 11:00	"
So etwas gibt es bei uns nicht.
"	"
We don't have anything like that.
"				1667905208521.mp3
PHRASE-YT|de|604504e7d39e4efb	Phrase	Das kommt bei mir nicht an!	That doesn't go down well with me!				Blue		Dictionary	de	en						2022-10-08 11:00	"
Das kommt bei mir nicht an!
"	"
That doesn't go down well with me!
"				1667905207761.mp3
PHRASE-YT|de|17f0d1b016181f48	Phrase	Bei mir ist das auch so.	That is also the case with me.				Blue		Dictionary	de	en						2022-10-08 11:00	"
Bei mir ist das auch so.
"	"
That is also the case with me.
"				1667905206976.mp3
PHRASE-YT|de|15063ebc3b2eb3ea	Phrase	Bist du noch ganz bei Trost?	Are you still in comfort?				Blue		Dictionary	de	en						2022-10-08 11:00	"
Bist du noch ganz bei Trost?
"	"
Are you still in comfort?
"	"
Have you taken leave of your senses?
"			1667905206257.mp3
PHRASE-YT|de|9919cbf691871866	Phrase	Wäre ich doch bei dir!	If only I were with you!				Blue		Dictionary	de	en						2022-10-08 11:00	"
Wäre ich doch bei dir!
"	"
If only I were with you!
"				1667905205550.mp3
PHRASE-YT|de|a28507d3c6cb329b	Phrase	"Jetzt wird es mehr, viel mehr."	"Now it's going to be more, much more."				Blue		Dictionary	de	en						2022-10-07 17:26	"
Jetzt wird es mehr, viel mehr.
"	"
Now it's going to be more, much more.
"				1667842011525.mp3
PHRASE-YT|de|7dcdf26d7d43fc15	Phrase	Gute Leute gibt es nicht viel.	There aren't much good people.				Blue		Dictionary	de	en						2022-10-07 17:26	"
Gute Leute gibt es nicht viel.
"	"
There aren't much good people.
"				1667842009356.mp3
PHRASE-YT|de|d18cf5ed894d664a	Phrase	"Wer viel macht, kann viel."	"If you do a lot, you can do a lot."				Blue		Dictionary	de	en						2022-10-07 17:26	"
Wer viel macht, kann viel.
"	"
If you do a lot, you can do a lot.
"				1667842008816.mp3
PHRASE-YT|de|7057c34e122731f7	Phrase	Er ist viel besser als du.	He is much better than you.				Blue		Dictionary	de	en						2022-10-07 17:26	"
Er ist viel besser als du.
"	"
He is much better than you.
"				1667842007661.mp3
PHRASE-YT|de|19cc79eae23efabf	Phrase	Das war vor vielen Jahren.	That was many years ago.				Blue		Dictionary	de	en						2022-10-07 17:26	"
Das war vor vielen Jahren.
"	"
That was many years ago.
"	"
That was years ago.
"			1667842005667.mp3
PHRASE-YT|de|c823800200050bda	Phrase	Du hast viel Gutes getan.	You have done a lot of good.				Blue		Dictionary	de	en						2022-10-07 17:26	"
Du hast viel Gutes getan.
"	"
You have done a lot of good.
"	"
You've done a lot of good.
"			1667842005126.mp3
PHRASE-YT|de|0f290e7be16a11be	Phrase	Das geht doch vielen so.	Many people feel the same way.				Blue		Dictionary	de	en						2022-10-07 17:26	"
Das geht doch vielen so.
"	"
Many people feel the same way.
"				1667842004462.mp3
PHRASE-YT|de|d8ead11764c0ab50	Phrase	Habe ich einfach zu viel Zeit?	Do I just have too much time?				Blue		Dictionary	de	en						2022-10-07 17:26	"
Habe ich einfach zu viel Zeit?
"	"
Do I just have too much time?
"				1667842002944.mp3
PHRASE-YT|de|facd337ece5ae48f	Phrase	Tom hat das viele Male gesagt.	Tom has said this many times.				Blue		Dictionary	de	en						2022-10-07 17:26	"
Tom hat das viele Male gesagt.
"	"
Tom has said this many times.
"				1667842002420.mp3
PHRASE-YT|de|dc64f4e3d8b18ec2	Phrase	Jetzt geht es uns noch gut.	Now we are still doing well.				Blue		Dictionary	de	en						2022-10-07 17:26	"
Jetzt geht es uns noch gut.
"	"
Now we are still doing well.
"				1667841993888.mp3
